Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
12.5,1,0.110163385,6,83.6592,7,1999,1.0,0,1,1320.9472
10.195,0,0.041934387,13,44.6428,4,2004,0.0,1,1,615.1992
6.135,1,0.079312367,0,151.7366,4,2004,0.0,1,1,3325.0052
9.1,0,0.174085625,0,124.6362,4,2004,0.0,1,1,2390.8878
14.6,0,0.059732844,11,241.2538,3,2009,1.0,2,2,5287.7836
20.7,0,0.039245805,9,151.4366,6,1997,0.0,0,1,1511.366
19.0,1,0.097510482,5,48.1718,5,2002,,1,1,709.077
9.195,0,0.114885647,5,59.6246,6,1997,0.0,0,1,1100.5674
6.425,0,0.010436256,3,115.5808,4,2004,0.0,1,1,3749.7856
12.15,0,0.104257037,15,34.0532,0,1998,,2,0,179.766
17.0,0,0.126440335,9,125.2362,7,1999,1.0,0,1,1384.1982
9.0,1,0.069031467,2,55.0614,1,1987,2.0,2,1,442.0912
6.215,1,0.049823839,0,226.6062,3,2009,1.0,2,2,677.1186
7.475,0,0.126752975,9,154.2656,0,1998,,2,0,308.9312
11.0,0,0.1062679,1,123.2046,3,2009,1.0,2,2,3237.1196
19.7,0,0.053305463,6,58.193,7,1999,1.0,0,1,848.895
18.75,0,0.023820082,4,97.6042,1,1987,2.0,2,1,1488.063
11.6,0,0.037549969,8,101.2042,1,1987,2.0,2,1,2281.6966
13.0,0,0.03525175,9,48.0034,3,2009,1.0,2,2,923.4646
7.285,0,0.031200065,9,174.7054,7,1999,1.0,0,1,6303.7944
18.6,0,0.012673238,9,121.5414,7,1999,1.0,0,1,4020.7662
6.615,0,0.093307668,4,195.9426,1,1987,2.0,2,1,2570.6538
10.1,0,0.056191301,9,115.7492,5,2002,,1,1,579.246
17.7,0,0.116542484,13,182.6266,6,1997,0.0,0,1,3504.1054
10.5,0,0.011285795,9,235.8248,4,2004,0.0,1,1,4266.4464
12.3,0,0.069742672,14,106.2938,3,2009,1.0,2,2,1715.1008
18.85,0,0.03961061,13,41.648,1,1987,2.0,2,1,759.012
7.485,0,0.069514712,13,108.7228,2,2007,,1,1,1326.2736
14.3,1,0.083147702,10,210.1586,0,1998,,2,0,422.1172
10.6,0,0.011106465,1,42.7454,7,1999,1.0,0,1,419.454
13.65,1,0.072851756,5,197.1426,1,1987,2.0,2,1,3954.852
13.65,1,0.031494041,3,98.87,7,1999,1.0,0,1,2197.14
6.445,0,0.029667053,0,94.4436,1,1987,2.0,2,1,1134.5232
8.895,0,0.0,9,111.9544,4,2004,0.0,1,1,1565.9616
16.7,0,0.022099982,4,110.1886,7,1999,1.0,0,1,1334.2632
6.115,1,0.011372972,5,89.6488,6,1997,0.0,0,1,1267.6832
11.3,1,0.091310237,10,96.9094,0,1998,,2,0,190.4188
9.3,1,0.033437991,10,153.2314,6,1997,0.0,0,1,2326.971
7.725,0,0.029117482,9,123.0414,7,1999,1.0,0,1,1583.9382
18.0,0,0.039071642,13,145.3418,7,1999,1.0,0,1,882.8508
17.0,0,0.119362409,5,249.4434,4,2004,0.0,1,1,5960.2416
12.8,0,0.02299122,6,114.9492,5,2002,,1,1,1737.738
15.85,1,0.110010191,5,38.8506,4,2004,0.0,1,1,341.5554
6.59,0,0.176748258,6,82.7908,0,1998,,2,0,83.8908
6.11,1,0.0,14,43.0086,7,1999,1.0,0,1,713.7376
9.5,1,0.035222503,6,170.1448,5,2002,,1,1,1874.8928
17.6,0,0.010055503,13,163.7552,7,1999,1.0,0,1,1787.0072
20.0,0,0.034363029,0,43.5086,4,2004,0.0,1,1,401.4774
13.15,1,0.0,6,171.9764,2,2007,,1,1,2404.8696
19.0,0,0.128349909,13,106.5622,5,2002,,1,1,1482.0708
8.1,0,0.128760294,6,213.7902,2,2007,,1,1,5946.9256
9.3,0,0.043964058,7,192.3846,3,2009,1.0,2,2,4586.0304
13.5,0,0.094603404,14,187.0872,3,2009,1.0,2,2,3214.4824
7.725,0,0.047743195,3,248.3092,1,1987,2.0,2,1,6474.2392
5.485,0,0.071557769,8,165.7842,0,1998,,2,0,165.7842
13.15,0,0.155105614,9,157.2604,0,1998,,2,0,316.9208
7.26,0,0.014505108,10,118.415,2,2007,,1,1,1747.725
10.5,1,0.093909644,13,213.7244,7,1999,1.0,0,1,4022.7636
19.5,1,0.077157727,14,232.4958,4,2004,0.0,1,1,2804.3496
21.25,0,0.155694794,13,177.637,5,2002,,1,1,2999.429
14.15,0,0.095298849,14,171.8106,1,1987,2.0,2,1,3935.5438
19.7,0,0.038736781,7,127.4362,6,1997,0.0,0,1,1510.0344
13.8,1,0.014720848,3,89.9172,1,1987,2.0,2,1,1516.6924
18.35,0,0.099090261,6,94.0462,4,2004,0.0,1,1,555.2772
11.3,0,0.047814463,9,179.266,5,2002,,1,1,5033.448
8.35,1,0.127066966,5,76.5354,7,1999,1.0,0,1,1655.1788
12.65,1,0.076474728,5,191.8846,2,2007,,1,1,1146.5076
16.7,1,0.042860026,4,120.3782,2,2007,,1,1,1668.4948
5.365,1,0.141033536,12,173.6764,2,2007,,1,1,858.882
6.52,0,0.044607161,3,164.2842,6,1997,0.0,0,1,2818.3314
14.0,0,0.041283361,15,182.4634,4,2004,0.0,1,1,5452.902
6.575,1,0.075444922,1,146.0444,1,1987,2.0,2,1,2612.5992
15.35,0,0.035143024,9,124.373,4,2004,0.0,1,1,2093.941
6.985,1,0.13725257,10,183.7608,1,1987,2.0,2,1,2940.1728
10.8,0,0.041831008,8,186.6214,1,1987,2.0,2,1,2261.0568
14.85,0,0.060967038,9,254.3698,4,2004,0.0,1,1,4566.0564
14.85,1,0.053837561,0,120.8072,6,1997,0.0,0,1,4287.752
9.395,0,0.039928582,11,83.2908,1,1987,2.0,2,1,1258.362
13.5,0,0.021617996,6,179.6976,2,2007,,1,1,1810.976
18.0,1,0.143495952,6,88.7514,2,2007,,1,1,1062.6168
20.0,0,0.058719568,8,111.0544,3,2009,1.0,2,2,894.8352
20.35,0,0.142618182,13,123.2072,2,2007,,1,1,1225.072
8.785,0,0.020573334,14,156.4656,4,2004,0.0,1,1,2162.5184
7.1,0,0.110234793,6,171.708,5,2002,,1,1,3115.944
14.85,0,0.093991286,0,140.9812,2,2007,,1,1,3277.0676
11.3,1,0.067001825,5,259.1962,3,2009,1.0,2,2,5438.9202
20.25,1,0.076314907,4,196.7794,5,2002,,1,1,2731.1116
5.48,0,0.02528802,5,83.325,0,1998,,2,0,416.125
11.0,1,0.057058545,6,241.7512,6,1997,0.0,0,1,3635.268
14.1,0,0.0,4,231.9668,7,1999,1.0,0,1,1842.9344
6.61,1,0.029006239,13,186.0898,4,2004,0.0,1,1,2619.2572
5.94,0,0.034880143,3,177.9344,4,2004,0.0,1,1,4460.86
7.975,0,0.014713909,0,83.125,2,2007,,1,1,2579.975
12.65,0,0.047237246,11,112.5202,6,1997,0.0,0,1,787.6414
11.15,0,0.032306341,8,166.3526,7,1999,1.0,0,1,986.7156
6.825,0,0.100171568,8,262.7226,0,1998,,2,0,264.3226
8.18,0,0.013130031,9,142.6154,6,1997,0.0,0,1,709.077
17.6,0,0.010096684,13,160.4552,2,2007,,1,1,2599.2832
15.75,0,0.055015935,0,194.3452,7,1999,1.0,0,1,2740.4328
12.15,0,0.015460726,5,211.8928,6,1997,0.0,0,1,5890.9984
9.3,1,0.02346559,13,197.6084,0,1998,,2,0,595.2252
13.5,1,0.017932223,13,78.796,3,2009,1.0,2,2,239.688
9.695,1,0.047420609,5,246.0144,4,2004,0.0,1,1,4165.2448
20.5,1,0.112410046,6,192.2478,6,1997,0.0,0,1,3874.956
14.85,1,0.019511288,4,262.591,6,1997,0.0,0,1,4996.829
13.0,0,0.041789718,9,256.1014,1,1987,2.0,2,1,2550.014
7.075,0,0.022548195,5,95.7068,1,1987,2.0,2,1,583.2408
17.85,1,0.046599684,6,125.1388,4,2004,0.0,1,1,1981.4208
10.6,0,0.095064731,4,232.4642,0,1998,,2,0,697.0926
9.695,1,0.029283081,3,175.137,3,2009,1.0,2,2,3705.177
12.65,0,0.042383069,9,108.0938,3,2009,1.0,2,2,1607.907
5.945,0,0.155706798,9,127.9652,0,1998,,2,0,645.826
17.5,0,0.016767995,10,141.418,5,2002,,1,1,1957.452
7.39,0,0.120961347,11,143.847,2,2007,,1,1,4866.998
9.8,0,0.178622919,6,177.937,0,1998,,2,0,176.437
11.8,1,0.02633607,3,40.6138,1,1987,2.0,2,1,406.138
8.895,0,0.126287542,7,235.5616,0,1998,,2,0,468.7232
11.8,0,0.11350542,14,186.8924,7,1999,1.0,0,1,2961.4784
17.25,1,0.125224466,2,41.248,6,1997,0.0,0,1,679.116
11.35,1,0.005561798,6,168.379,2,2007,,1,1,3225.801
19.25,0,0.101980245,4,54.3956,5,2002,,1,1,873.5296
19.7,1,0.081193712,0,198.411,2,2007,,1,1,2553.343
14.0,0,0.024369007,9,40.2454,7,1999,1.0,0,1,922.7988
8.355,0,0.188619537,3,146.4418,2,2007,,1,1,3089.9778
15.1,1,0.094037291,6,62.3194,7,1999,1.0,0,1,495.3552
12.1,0,0.030188505,3,77.367,5,2002,,1,1,612.536
8.185,0,0.046578409,6,48.6692,5,2002,,1,1,1182.4608
15.5,1,0.085763562,5,49.0692,1,1987,2.0,2,1,295.6152
14.0,1,0.105145451,5,144.2812,6,1997,0.0,0,1,4844.3608
18.0,0,0.019382568,8,129.3994,4,2004,0.0,1,1,3340.9844
9.6,0,0.0,14,166.5158,7,1999,1.0,0,1,3509.4318
9.6,0,0.035549527,13,244.117,1,1987,2.0,2,1,5346.374
16.7,1,0.052708138,5,114.7176,2,2007,,1,1,2404.8696
9.3,0,0.089144149,3,144.9786,7,1999,1.0,0,1,1011.3502
8.1,0,0.128011859,6,210.9902,4,2004,0.0,1,1,6371.706
19.1,0,0.178272728,9,172.4422,2,2007,,1,1,1551.9798
8.88,0,0.099024124,9,208.527,3,2009,1.0,2,2,3145.905
6.825,1,0.046898544,3,153.7998,2,2007,,1,1,922.7988
11.5,1,0.041994624,5,194.782,4,2004,0.0,1,1,3475.476
7.075,0,0.022694623,5,98.8068,2,2007,,1,1,2527.3768
20.7,0,0.039467795,9,151.7366,2,2007,,1,1,604.5464
7.895,1,0.061270647,2,56.7588,7,1999,1.0,0,1,343.5528
6.86,0,0.036686158,9,229.601,3,2009,1.0,2,2,2526.711
9.6,1,0.014200671,13,187.1872,1,1987,2.0,2,1,3214.4824
12.1,0,0.079806266,9,172.1106,6,1997,0.0,0,1,3422.212
11.1,0,0.059797172,6,151.8366,1,1987,2.0,2,1,1057.9562
9.5,0,0.0,7,190.9872,5,2002,,1,1,3025.3952
21.0,0,0.049381666,13,193.0478,7,1999,1.0,0,1,1549.9824
5.46,1,0.107057186,6,144.9786,6,1997,0.0,0,1,2022.7004
17.6,0,0.018889593,8,236.259,1,1987,2.0,2,1,4727.18
20.35,0,0.021369722,9,75.8328,5,2002,,1,1,154.4656
7.39,0,0.092927148,9,249.5066,7,1999,1.0,0,1,4267.1122
9.195,1,0.117387066,13,160.2578,1,1987,2.0,2,1,4492.8184
17.1,0,0.038730229,9,166.2842,4,2004,0.0,1,1,4807.7418
13.0,1,0.030211742,3,59.322,3,2009,1.0,2,2,539.298
15.5,0,0.032924463,0,107.2938,7,1999,1.0,0,1,2143.876
8.695,0,0.120022543,9,94.8094,3,2009,1.0,2,2,1428.141
7.5,0,0.096413261,9,55.3588,6,1997,0.0,0,1,1030.6584
7.485,0,0.069405301,13,112.1228,3,2009,1.0,2,2,1105.228
9.8,0,0.090649107,11,194.3478,5,2002,,1,1,4649.9472
11.395,0,0.021649904,8,150.8708,5,2002,,1,1,4363.6532
20.7,0,0.02689477,9,76.7354,4,2004,0.0,1,1,2482.7682
16.2,1,0.016679232,5,96.3726,7,1999,1.0,0,1,2740.4328
13.15,0,0.056429024,14,144.2812,6,1997,0.0,0,1,1282.3308
21.25,0,0.009998763,10,182.3608,6,1997,0.0,0,1,551.2824
13.15,0,0.020757926,1,84.3566,5,2002,,1,1,761.0094
19.6,0,0.041374909,9,89.2514,5,2002,,1,1,1416.8224
12.6,0,0.096756649,13,208.7612,2,2007,,1,1,5226.53
12.8,1,0.079523619,4,181.7608,2,2007,,1,1,4961.5416
7.285,0,0.0,4,155.1288,2,2007,,1,1,1414.1592
13.1,0,0.012167988,11,190.253,2,2007,,1,1,4174.566
8.63,1,0.032976399,13,114.6518,5,2002,,1,1,2846.295
10.195,1,0.147492524,5,141.5838,2,2007,,1,1,1685.8056
16.85,1,0.0,13,110.0544,7,1999,1.0,0,1,2572.6512
9.3,0,0.028566433,0,193.0136,7,1999,1.0,0,1,4860.34
15.85,1,0.110479217,5,36.7506,3,2009,1.0,2,2,531.3084
5.485,0,0.042838514,8,163.7842,5,2002,,1,1,1657.842
18.25,0,0.012264903,6,162.8894,1,1987,2.0,2,1,3397.5774
12.6,0,0.096132367,13,208.9612,1,1987,2.0,2,1,4181.224
12.85,0,0.099193899,5,38.1164,5,2002,,1,1,656.4788
6.13,0,0.076721393,4,59.4536,4,2004,0.0,1,1,2021.3688
5.655,0,0.174934513,14,145.0102,1,1987,2.0,2,1,1895.5326
11.1,0,0.0,9,119.1124,6,1997,0.0,0,1,1303.6364
11.6,1,0.009802791,13,223.0404,3,2009,1.0,2,2,1125.202
16.0,1,0.09942555,5,87.0856,7,1999,1.0,0,1,527.3136
12.15,0,0.062384659,15,34.6532,7,1999,1.0,0,1,719.064
6.55,1,0.034745307,1,158.8288,3,2009,1.0,2,2,4399.6064
9.6,0,0.035579135,13,244.417,6,1997,0.0,0,1,1944.136
19.1,0,0.067569539,9,43.0796,3,2009,1.0,2,2,619.194
14.0,1,0.029697925,4,143.0786,1,1987,2.0,2,1,3178.5292
14.85,1,0.03525037,6,160.9578,4,2004,0.0,1,1,2246.4092
4.92,0,0.045916788,0,198.8084,1,1987,2.0,2,1,2976.126
13.5,0,0.021539999,6,182.4976,5,2002,,1,1,1629.8784
15.7,1,0.027673055,3,169.279,5,2002,,1,1,3735.138
8.97,0,0.092997032,9,55.2956,4,2004,0.0,1,1,873.5296
15.35,0,0.073283193,14,91.812,6,1997,0.0,0,1,1771.028
17.7,0,0.117201696,13,184.0266,2,2007,,1,1,2397.5458
6.36,0,0.005977465,9,163.3526,4,2004,0.0,1,1,2631.2416
8.235,0,0.082427854,0,149.3076,6,1997,0.0,0,1,2808.3444
12.35,0,0.041802518,8,34.8216,7,1999,1.0,0,1,311.5944
18.0,0,0.015450376,8,158.9604,6,1997,0.0,0,1,1584.604
20.0,0,0.057527544,0,43.1086,0,1998,,2,0,89.2172
6.055,0,0.025512207,6,159.692,3,2009,1.0,2,2,5592.72
6.63,1,0.174110803,0,166.85,0,1998,,2,0,499.35
8.3,1,0.038367194,4,87.1198,3,2009,1.0,2,2,959.4178
20.25,1,0.014781046,4,193.8162,1,1987,2.0,2,1,3463.4916
8.6,1,0.040268044,3,191.453,7,1999,1.0,0,1,1707.777
19.5,0,0.014355033,9,55.4614,2,2007,,1,1,552.614
5.095,1,0.129766301,13,141.6838,5,2002,,1,1,3231.1274
11.0,0,0.008997141,10,119.9756,2,2007,,1,1,1938.8096
18.25,0,0.07784544,13,260.5962,7,1999,1.0,0,1,3884.943
20.0,0,0.0,0,43.4086,3,2009,1.0,2,2,401.4774
7.5,0,0.032811503,5,239.6906,2,2007,,1,1,2614.5966
7.22,1,0.038477325,0,62.951,3,2009,1.0,2,2,1138.518
12.0,1,0.020411155,10,98.6042,6,1997,0.0,0,1,1091.2462
12.15,1,0.042552418,3,123.5046,2,2007,,1,1,1743.0644
11.6,1,0.009818244,13,223.1404,2,2007,,1,1,5175.9292
8.315,1,0.035572183,0,144.4444,6,1997,0.0,0,1,2902.888
12.15,1,0.04274788,10,183.695,7,1999,1.0,0,1,2929.52
5.905,0,0.04572322,3,222.1456,7,1999,1.0,0,1,5747.1856
8.575,0,0.023934398,14,105.828,5,2002,,1,1,958.752
17.35,1,0.146527359,12,147.905,7,1999,1.0,0,1,2247.075
18.6,0,0.012651172,9,123.1414,4,2004,0.0,1,1,2314.9866
15.1,1,0.096295326,10,133.4942,5,2002,,1,1,1457.4362
7.825,0,0.079613553,10,65.0826,4,2004,0.0,1,1,1162.4868
9.17,0,0.103398309,0,143.947,3,2009,1.0,2,2,2576.646
20.7,1,0.16767231,6,124.2388,0,1998,,2,0,247.6776
12.1,0,0.020551458,13,146.6734,1,1987,2.0,2,1,2227.101
13.65,1,0.025961116,13,80.4302,7,1999,1.0,0,1,316.9208
8.38,1,0.046960237,0,111.857,7,1999,1.0,0,1,2966.139
19.75,0,0.041533438,6,119.8466,3,2009,1.0,2,2,2239.0854
8.67,0,0.065436581,14,142.9128,6,1997,0.0,0,1,2013.3792
15.6,0,0.08126841,0,110.2544,5,2002,,1,1,1789.6704
12.35,1,0.072689818,4,48.7692,3,2009,1.0,2,2,788.3072
17.7,0,0.116723677,13,182.4266,7,1999,1.0,0,1,5163.9448
12.5,1,0.074035423,3,87.9198,3,2009,1.0,2,2,1133.8574
20.2,1,0.059751638,6,129.1678,1,1987,2.0,2,1,1017.3424
13.15,0,0.092854963,9,158.7604,5,2002,,1,1,3010.7476
10.85,0,0.162107603,13,106.3622,1,1987,2.0,2,1,2117.244
17.7,0,0.030060895,13,166.4816,3,2009,1.0,2,2,2013.3792
14.35,0,0.081050006,0,79.196,2,2007,,1,1,1278.336
20.0,1,0.051783761,5,125.8678,2,2007,,1,1,3433.5306
12.3,0,0.0,0,37.2874,1,1987,2.0,2,1,705.748
10.3,1,0.024998007,0,174.4422,3,2009,1.0,2,2,3448.844
15.6,1,0.105208448,13,170.5764,1,1987,2.0,2,1,4466.1864
9.8,1,0.14118383,0,50.5008,3,2009,1.0,2,2,253.004
11.1,0,0.135692831,13,220.0482,3,2009,1.0,2,2,2628.5784
11.8,0,0.12150063,6,46.8402,1,1987,2.0,2,1,413.4618
7.72,1,0.088864488,6,119.3466,2,2007,,1,1,3064.0116
19.6,1,0.041571557,5,49.9376,6,1997,0.0,0,1,623.1888
6.425,0,0.093454899,6,175.3712,6,1997,0.0,0,1,2988.1104
20.85,0,0.021329793,6,105.5306,6,1997,0.0,0,1,940.7754
18.0,0,0.079299474,9,170.5422,0,1998,,2,0,344.8844
7.05,0,0.085138334,13,108.6912,5,2002,,1,1,1310.2944
16.25,0,0.087175137,4,98.341,6,1997,0.0,0,1,1351.574
20.7,0,0.093214498,4,74.667,2,2007,,1,1,2143.876
5.44,0,0.025458716,4,241.2538,1,1987,2.0,2,1,3124.5994
20.5,0,0.032741422,9,40.4822,1,1987,2.0,2,1,589.233
12.35,1,0.038560279,6,109.857,7,1999,1.0,0,1,1208.427
4.61,0,0.122629121,7,175.4396,4,2004,0.0,1,1,2616.594
8.275,0,0.110913601,9,106.3306,2,2007,,1,1,1254.3672
8.27,1,0.128449055,14,186.5924,3,2009,1.0,2,2,4442.2176
7.905,0,0.055098434,5,109.2254,5,2002,,1,1,976.7286
16.2,0,0.0,8,182.1608,7,1999,1.0,0,1,3123.9336
13.6,0,0.010013429,9,176.437,5,2002,,1,1,4587.362
9.395,0,0.040187877,11,85.6908,2,2007,,1,1,1593.9252
7.35,1,0.024044279,6,241.0512,0,1998,,2,0,242.3512
15.35,0,0.014007727,5,38.319,1,1987,2.0,2,1,292.952
14.5,1,0.041214746,3,42.0454,1,1987,2.0,2,1,629.181
12.6,1,0.031663212,0,173.2764,3,2009,1.0,2,2,1030.6584
10.8,1,0.0,0,39.3138,1,1987,2.0,2,1,1015.345
18.85,0,0.042716162,3,257.833,7,1999,1.0,0,1,3332.329
12.15,0,0.06479182,11,254.004,5,2002,,1,1,2277.036
11.6,1,0.009761175,13,226.9404,4,2004,0.0,1,1,1800.3232
15.3,0,0.02295878,9,101.6332,1,1987,2.0,2,1,1845.5976
20.35,1,0.030927632,4,256.8672,6,1997,0.0,0,1,3579.3408
14.5,0,0.103752817,4,155.1998,0,1998,,2,0,307.5996
6.89,1,0.136428395,13,193.982,6,1997,0.0,0,1,1737.738
14.6,1,0.071904258,6,106.8254,0,1998,,2,0,108.5254
16.85,1,0.026627857,3,93.712,3,2009,1.0,2,2,745.696
8.93,0,0.028393624,4,153.434,1,1987,2.0,2,1,1378.206
8.31,1,0.116331694,13,176.9028,2,2007,,1,1,3010.7476
19.0,0,0.112893408,13,131.0626,0,1998,,2,0,524.6504
5.19,1,0.044252621,10,102.599,6,1997,0.0,0,1,1651.184
17.0,0,0.120060274,5,246.5434,2,2007,,1,1,4470.1812
11.65,1,0.010909704,10,110.8544,1,1987,2.0,2,1,1677.816
20.25,0,0.059055045,9,247.346,5,2002,,1,1,1970.768
10.0,0,0.149223055,8,145.8102,0,1998,,2,0,874.8612
11.1,1,0.054079556,6,165.9526,2,2007,,1,1,2631.2416
11.8,1,0.057655493,10,152.6366,3,2009,1.0,2,2,1662.5026
9.695,1,0.030413777,13,221.3114,3,2009,1.0,2,2,2217.114
13.65,0,0.049496899,6,151.505,2,2007,,1,1,2846.295
17.75,1,0.029653914,6,140.5838,6,1997,0.0,0,1,2669.1922
11.3,0,0.047912071,9,179.866,3,2009,1.0,2,2,1258.362
19.35,0,0.016611475,5,122.0098,6,1997,0.0,0,1,2651.2156
6.905,1,0.03822479,4,99.8726,5,2002,,1,1,587.2356
13.5,1,0.129016487,15,98.4068,7,1999,1.0,0,1,1846.9292
16.85,1,0.080141165,13,111.4544,2,2007,,1,1,2013.3792
20.6,1,0.0480335,6,188.2556,5,2002,,1,1,3755.112
6.175,1,0.179355893,10,94.1752,7,1999,1.0,0,1,575.2512
18.5,1,0.062510529,5,146.8418,3,2009,1.0,2,2,2059.9852
13.35,0,0.038519399,13,236.8564,4,2004,0.0,1,1,5005.4844
8.115,1,0.032208865,3,154.9972,7,1999,1.0,0,1,3739.1328
15.85,0,0.078874948,3,37.4506,3,2009,1.0,2,2,303.6048
16.35,0,0.020664178,6,50.8324,2,2007,,1,1,1298.31
21.35,0,0.078060605,6,96.0094,3,2009,1.0,2,2,380.8376
12.15,0,0.131714183,5,245.846,3,2009,1.0,2,2,4434.228
16.6,0,0.135944247,7,172.0422,7,1999,1.0,0,1,2586.633
11.6,1,0.077478931,5,170.3106,3,2009,1.0,2,2,4277.765
20.6,1,0.046114018,13,178.2344,5,2002,,1,1,1070.6064
20.1,1,0.054455495,5,149.5366,6,1997,0.0,0,1,2871.5954
13.65,1,0.0,4,186.024,3,2009,1.0,2,2,4287.752
13.3,0,0.080257683,4,232.63,2,2007,,1,1,1864.24
16.35,0,0.034393057,6,50.8324,0,1998,,2,0,155.7972
5.32,0,0.093261677,8,100.9674,3,2009,1.0,2,2,1222.4088
15.0,1,0.16143544,3,185.1266,6,1997,0.0,0,1,2766.399
8.27,1,0.089479661,13,148.6708,1,1987,2.0,2,1,2106.5912
13.1,0,0.020988798,4,117.7782,2,2007,,1,1,1191.782
12.5,0,0.081260969,10,221.7798,7,1999,1.0,0,1,3085.3172
19.1,0,0.045308131,4,42.5138,6,1997,0.0,0,1,649.8208
11.3,0,0.06705851,9,194.0478,2,2007,,1,1,3293.7126
13.65,0,0.035930784,13,184.4924,1,1987,2.0,2,1,9069.5276
18.85,1,0.06823032,4,121.044,3,2009,1.0,2,2,1557.972
5.59,1,0.056592115,13,65.0168,4,2004,0.0,1,1,447.4176
18.6,0,0.012643035,9,119.8414,1,1987,2.0,2,1,365.5242
9.31,0,0.063529046,5,63.751,0,1998,,2,0,126.502
6.17,0,0.010630949,10,65.9826,6,1997,0.0,0,1,1162.4868
5.175,1,0.029490377,13,107.6622,4,2004,0.0,1,1,2858.2794
19.2,1,0.094300933,5,187.5214,3,2009,1.0,2,2,1695.7926
12.85,1,0.152001201,6,252.3382,1,1987,2.0,2,1,6056.1168
16.25,0,0.039113587,9,116.0176,1,1987,2.0,2,1,1488.7288
6.13,0,0.02848169,9,110.4912,2,2007,,1,1,1310.2944
12.3,0,0.05271592,9,189.653,3,2009,1.0,2,2,569.259
10.1,0,0.050562853,8,153.3656,0,1998,,2,0,463.3968
11.15,0,0.07366703,11,66.2142,3,2009,1.0,2,2,131.8284
19.35,0,0.03322326,10,172.0738,3,2009,1.0,2,2,3301.7022
17.25,0,0.037396492,14,165.6526,2,2007,,1,1,1808.9786
19.85,0,0.054015429,12,196.3768,4,2004,0.0,1,1,4138.6128
9.5,1,0.02210346,10,194.7452,5,2002,,1,1,1370.2164
9.395,0,0.099274694,13,104.528,7,1999,1.0,0,1,852.224
4.59,0,0.070721656,14,113.286,1,1987,2.0,2,1,1471.418
5.98,0,0.043554614,6,148.2418,4,2004,0.0,1,1,2354.2688
6.46,1,0.04923932,6,144.4102,7,1999,1.0,0,1,4374.306
7.02,0,0.08114883,6,146.8734,4,2004,0.0,1,1,3563.3616
8.52,0,0.027054244,14,151.5682,4,2004,0.0,1,1,3506.7686
12.6,1,0.036773101,6,250.3092,0,1998,,2,0,249.0092
5.94,1,0.049163321,1,186.4556,0,1998,,2,0,563.2668
16.25,0,0.078168739,3,91.3804,6,1997,0.0,0,1,1653.8472
10.695,0,0.05337973,5,56.7904,7,1999,1.0,0,1,1113.2176
5.88,1,0.030418998,5,103.099,2,2007,,1,1,1341.587
9.3,0,0.111673587,1,65.7826,3,2009,1.0,2,2,968.739
19.5,1,0.027341529,3,158.292,4,2004,0.0,1,1,3994.8
5.82,1,0.077634044,6,256.433,3,2009,1.0,2,2,3844.995
8.68,0,0.008835694,5,96.5384,6,1997,0.0,0,1,1182.4608
15.7,0,0.055990291,8,153.2024,6,1997,0.0,0,1,3795.06
12.8,0,0.076369874,6,97.241,3,2009,1.0,2,2,1448.115
15.1,0,0.095351065,0,158.6604,5,2002,,1,1,2535.3664
7.31,0,0.026783871,13,108.157,4,2004,0.0,1,1,1098.57
12.35,0,0.099757833,6,113.9518,6,1997,0.0,0,1,910.8144
16.6,0,0.0,3,117.3124,1,1987,2.0,2,1,2014.7108
14.35,1,0.090896452,5,231.2984,4,2004,0.0,1,1,6024.1584
7.075,0,0.022602061,5,98.1068,7,1999,1.0,0,1,1458.102
18.25,0,0.044250304,7,174.708,6,1997,0.0,0,1,2423.512
13.1,0,0.075885921,4,165.1158,3,2009,1.0,2,2,1504.0422
7.68,0,0.153177941,8,85.2224,3,2009,1.0,2,2,1278.336
19.7,1,0.0,0,197.911,5,2002,,1,1,1767.699
8.52,0,0.027114238,14,151.9682,5,2002,,1,1,1677.1502
17.75,1,0.049634572,6,140.2838,0,1998,,2,0,280.9676
5.785,1,0.040587146,13,180.366,2,2007,,1,1,1258.362
5.945,0,0.093008616,9,127.8652,4,2004,0.0,1,1,2195.8084
18.25,1,0.17179432,4,154.663,2,2007,,1,1,2659.871
8.68,0,0.008828341,5,99.9384,1,1987,2.0,2,1,689.7688
11.65,0,0.033858187,12,113.386,6,1997,0.0,0,1,2603.278
19.25,1,0.034841089,3,141.1496,3,2009,1.0,2,2,282.2992
16.2,0,0.08425957,9,192.3162,0,1998,,2,0,769.6648
13.0,1,0.083444376,3,195.8426,1,1987,2.0,2,1,4152.5946
17.75,0,0.030497325,4,256.9672,5,2002,,1,1,1534.0032
12.15,0,0.131179812,5,245.246,6,1997,0.0,0,1,3202.498
6.32,0,0.012737719,10,38.5822,7,1999,1.0,0,1,353.5398
17.25,1,0.159165324,6,63.4194,4,2004,0.0,1,1,1547.985
7.72,0,0.122015744,6,121.744,3,2009,1.0,2,2,2277.036
18.85,1,0.068091318,4,120.644,5,2002,,1,1,3475.476
19.7,0,0.067314073,13,175.137,2,2007,,1,1,2822.992
14.5,1,0.041249072,3,40.5454,6,1997,0.0,0,1,1216.4166
17.7,0,0.174340475,6,116.6834,4,2004,0.0,1,1,3570.6854
